brand,description,price,url,processor,memory,ssd,gpu,model
GIGABYTE,GIGABYTE - GAMING A16 PRO Gaming Laptop - 165Hz 2560x1600 WQXGA - NVIDIA GeForce RTX 5080 - Intel Core 7 240H - 1TB SSD with 32GB LPDDR5X RAM - Windows 11 Home (GAMING A16 PRO DYHG5USCC4SH),"$2,440.99 –",https://www.newegg.com/gigabyte-16-0-geforce-rtx-5080-laptop-gpu-intel-core-7-240h-wqxga-16gb-x-2-memory-1tb-pcie-gen4x4-nvme-m-2-ssd-ssd/p/N82E16834233637,Intel Core 7 240H,16GB x 2,1TB PCIe Gen4x4 NVMe™ M.2 SSD,GeForce RTX 5080 Laptop GPU,GAMING A16 PRO DYHG5USCC4SH
GIGABYTE,GIGABYTE AORUS MASTER 16 Gaming Laptop - Intel Core Ultra 9 275HX - NVIDIA GeForce RTX 5090 - 32GB DDR5 RAM - 2TB SSD - 240Hz 2560x1600 OLED - Windows 11 Home AD,"$3,499.00 –",https://www.newegg.com/aorus-16-geforce-rtx-5090-laptop-gpu-intel-core-ultra-9-275hx-wqxga-32gb-memory-2-tb-ssd/p/N82E16834233610,Intel Core Ultra 9 275HX,32GB,2TB,GeForce RTX 5090 Laptop GPU,AORUS MASTER 16 BZHC6USE65SH
ASUS,"ASUS ROG Strix Scar - 18"" GeForce RTX 5070 Ti Laptop GPU - Intel Core Ultra 9 275HX - 32GB Memory - 1 TB PCIe SSD - Windows 11 Pro GAMING LAPTOP - 240 Hz (G835LR-XS96 )","$2,699.99 –",https://www.newegg.com/asus-rog-strix-18-geforce-rtx-5070-ti-laptop-gpu-intel-core-ultra-9-275hx-wqxga-32gb-memory-1-tb-pcie-ssd/p/N82E16834236576,Intel Core Ultra 9 275HX,32GB,1TB PCIe,GeForce RTX 5070 Ti Laptop GPU,90NR0LS1-M003K0
KurieTim,"KurieTim Student Laptop Computer, 14.1"" 2K FHD IPS Display, 4C/4T Intel Celeron N5105 Processor, 16GB RAM/ 512GB SSD, Windows 11 Laptop with Fingerprint Reader, Backlit KB, Type-C, Webcam Switch, Pink",$239.99 –,https://www.newegg.com/kurietim-t140j-n5105-14-1-2k-non-touch-screen-intel-celeron-n5105-intel-uhd-graphics-16gb-memory-512-gb-ssd-pink/p/1TS-00NP-00013,Intel Celeron N5105,16GB,512GB,Intel UHD Graphics,T140J-N5105-16-512GB
Auusda,"Auusda EXSURF 15.6"" Student Laptop, AMD Athlon 3050e 16GB RAM 512GB SSD, Fingerprint Unlock & Backlit Keyboard, Windows 11 Pro Computer, TYPE-C, Pink",$339.99 –,https://www.newegg.com/exsurf-15-6-amd-athlon-silver-3050e-processor-4m-cache-up-to-2-8ghz-amd-radeon-rx-vega-3-16gb-memory-512gb-nvme-ssd/p/1TS-00TY-00009,"AMD Athlon Silver 3050e Processor 4M Cache, up to 2.8GHz",16GB,512GB NVMe,AMD Radeon RX Vega 3,T156A-3050E-16+512GBpink
ASUS,"ASUS Vivobook S 14 Copilot+ PC 14"" WUXGA OLED Windows Laptop Intel Core Ultra 7 AI PC Intel Evo 32GB RAM 1TB SSD Black",$969.00 –,https://www.newegg.com/asus-14-0/p/1TS-001A-0B1M5,,,,,S5406SA-WH79
Lenovo,"Lenovo ThinkPad T16 Gen 2 Business Laptop (16"" FHD+ Anti-glare, Intel 10-Core i7-1355U, 32GB DDR5 RAM, 1TB SSD), Fingerprint Reader, 1080p Webcam, Ethernet, Wi-Fi 6E, Win 11 Pro w/ AI Copilot, Black","$1,499.99 –",https://www.newegg.com/lenovo-thinkpad-t16-16-0-lcd-non-touch-screen-32gb-memory-1-tb-ssd/p/36B-000D-00F04,,32GB,1TB,,21HHS1C600 32 1
Dell,"Dell Latitude 5550 Business Laptop (15.6"" FHD Anti-Glare, Intel 12-Core Ultra 5 125U (Beat i7-1355U), 32GB DDR5 RAM, 1TB SSD) Backlit, FHD RGB Webcam, Thunderbolt 4, Ethernet, Win 11 Pro, 2025 AI PC","$1,399.99 –",https://www.newegg.com/dell-latitude-15-6-fhd-non-touch-screen-intel-core-ultra-5-125u-intel-graphics-32gb-memory-1-tb-nvme-ssd-gray/p/36B-0006-006B0,Intel Core Ultra 5 125U,32GB,1TB NVMe,Intel Graphics,Dell Latitude 5550 U5 32GB 1TB
ASUS,"ASUS TUF A16 RTX 5060 Gaming Laptop, 16"" FHD+ 165Hz Display, AMD Ryzen 7 260, NVIDIA RTX 5060, 64GB DDR5 RAM, 2TB SSD, RGB Backlit KB, RJ-45, Wi-Fi 6, Windows 11 Pro, Grey","$2,139.00 –",https://www.newegg.com/asus-16-0-wuxga-no-64gb-memory-gray/p/1TS-001A-0BN44,,64GB,,,TUFA160573-I_CTO_N1
ACEMAGIC,"ACEMAGIC Gaming Laptop 15.6-in AMD Ryzen 7 5825U(8C/16T), Radeon RX Vega 8 Graphics,15.6 FHD Display,16GB RAM 512GB NVMe SSD Laptop Computer with Backlit KB,Type_C (Full Function),WiFi 6, 53Wh Battery",$539.00 –,https://www.newegg.com/acemagic-15-6/p/2WC-007J-00005,AMD 5825u,16GB,512GB,amd,lx15Pro5825u
ASUS,"ASUS ROG Strix Scar - 18"" GeForce RTX 5090 Laptop GPU - Intel Core Ultra 9 275HX - 32GB Memory - 2 TB PCIe SSD - Wi-Fi 7 Windows 11 Pro GAMING LAPTOP - 240 Hz (G835LX-XS97 )","$4,499.00 –",https://www.newegg.com/asus-rog-strix-18-geforce-rtx-5090-laptop-gpu-intel-core-ultra-9-275hx-wqxga-32gb-memory-2-tb-pcie-ssd/p/N82E16834236578,Intel Core Ultra 9 275HX,32GB,2TB PCIe,GeForce RTX 5090 Laptop GPU,90NR0LF1-M00720
HP,"HP OmniBook 7 Flip (Envy Next Branded) 16"" 2-in-1 Business Laptop, FHD+Touchscreen, Intel Core Ultra 7 258V, 32GB Onboard RAM, 2TB SSD, Wi-Fi 7, Active Pen, Win11 Home, Silver","$1,079.00 –",https://www.newegg.com/hp-omnibook-fhd-touch-screen-intel-core-ultra-7-258v-intel-uhd-graphics-32gb-memory-2tb-nvme-ssd-silver/p/1XV-000B-02PA8,Intel Core Ultra 7 258V,32GB,2TB NVMe,Intel UHD Graphics,OMNIBOOK4713-A_CTO_N1
Lenovo,"Lenovo ThinkPad E16 Gen 3 Business AI PC Laptop (16"" FHD+ Anti-Glare, Intel 16-Core Ultra 7 255H (> i9-13900H), 32GB DDR5 RAM, 1TB SSD) Thunderbolt 4, 5MP Webcam, Fingerprint, Win 11 Pro, 2025","$1,599.99 –",https://www.newegg.com/lenovo-thinkpad-16-0-wuxga-touch-screen-intel-core-ultra-7-255h-intel-arc-graphics-32gb-memory-1-tb-nvme-ssd-black/p/36B-000D-00MF3,Intel Core Ultra 7 255H,32GB,1TB NVMe,Intel Arc Graphics,ThinkPad E16 G3 U7 32 1
ASUS,"ASUS ROG Strix G18 - 18.0"" GeForce RTX 5070 Laptop GPU - AMD Ryzen 9 8940HX - 16GB Memory - 1 TB PCIe SSD - Windows 11 Home Gaming Laptop - 240 Hz (G814PP-DS94)","$1,799.00 –",https://www.newegg.com/asus-rog-strix-g18-18-0-geforce-rtx-5070-laptop-gpu-amd-ryzen-9-8940hx-wqxga-16gb-memory-1-tb-pcie-ssd/p/N82E16834236626,AMD Ryzen 9 8940HX,16GB,1TB PCIe,GeForce RTX 5070 Laptop GPU,G814PP-DS94
ASUS,"ASUS TUF A16 RTX 5060 Gaming Laptop, 16"" FHD+ 165Hz Display, AMD Ryzen 7 260, NVIDIA RTX 5060, 32GB DDR5 RAM, 1TB SSD, RGB Backlit KB, RJ-45, Wi-Fi 6, Windows 11 Pro, Grey","$1,739.00 –",https://www.newegg.com/asus-16-0-wuxga-no-32gb-memory-gray/p/1TS-001A-0BN41,,32GB,,,TUFA160573-G_CTO_N1
MSI,"MSI Stealth A16 - 16.0"" OLED 240 Hz - GeForce RTX 5070 Ti Laptop GPU - AMD Ryzen AI 9 HX 370 - 32GB Memory - 2TB NVMe SSD SSD - Wi-Fi 7 Windows 11 Pro Gaming Laptop (A3XWHG-079US )","$2,857.69 –",https://www.newegg.com/msi-stealth-a16-ai-16-0-geforce-rtx-5070-ti-laptop-gpu-amd-ryzen-ai-9-hx-370-qhd-32gb-memory-2tb-nvme-ssd-ssd/p/N82E16834156788,AMD Ryzen AI 9 HX 370,32GB,2TB NVMe SSD,GeForce RTX 5070 Ti Laptop GPU,Stealth A16 AI+ A3XWHG-079US
MSI,"MSI Katana 15 HX 15.6"" QHD 2560x1440 165Hz Gaming Laptop, Intel Core i7-14650HX, NVIDIA GeForce RTX 5070 Laptop GPU, 32GB DDR5, 1TB NVMe SSD, Windows 11 Home (Katana 15 HX B14WGK-248CA)","$1,799.00 –",https://www.newegg.com/msi-15-6-geforce-rtx-5070-laptop-gpu-intel-core-i7-14650hx-qhd-32gb-memory-1-tb-nvme-ssd/p/N82E16834156814,Intel Core i7-14650HX,32GB,1TB NVMe,GeForce RTX 5070 Laptop GPU,Katana 15 HX B14WGK-248CA
KurieTim,"KurieTim Laptop Computer, 16GB DDR4 RAM, 512GB SSD, Intel N95 CPU(up to 3.4 GHz), Work Laptop 15.6"" FHD IPS Screen, Windows 11 Pro Notebooks, Mini HDMI, USB3.0x2, Backlit Keyboard",$289.99 –,https://www.newegg.com/kurietim-n95-series-15-6-fhd-intel-n95-intel-uhd-graphics-32gb-memory-512-gb-ssd-silver/p/1TS-00NP-00006,Intel N95(up to 3.4GHz),32GB,512GB,Intel UHD Graphics,16GB-512GB-notebook
HP,"HP 15.6"" Full HD TouchScreen Laptop|13th Gen Intel Core i7-1355U|32GB DDR4|1TB SSD|Intel Iris Xe Graphics|Wifi-6| Windows 11 Pro|Silver",$899.99 –,https://www.newegg.com/hp-hd-15-6-full-hd-touchscreen-display-yes-intel-iris-xe-graphics-32gb-memory-1-tb-ssd-silver/p/1TS-000D-1RKV4,,32GB,1TB,Intel Iris Xe Graphics,HP13i7161TBSDNOSD
Lenovo,"Lenovo ThinkPad E16, 16"" FHD+ Touchscreen, AMD Ryzen 7 7735U, 32GB DDR5, 1TB SSD, HDMI, Fingerprint, Backlit KB, Webcam, Type-C, Wi-Fi 6, Windows 11 Pro, Black, Laptop for Business & Home, w/Bundle","$1,119.00 –",https://www.newegg.com/lenovo-thinkpad-16-0-fhd-touch-screen-amd-ryzen-7-7735u-amd-radeon-680m-32gb-ddr5-memory-1tb-pcie-ssd-black/p/1TS-000E-1E5C2,AMD Ryzen 7 7735U,32GB DDR5,1TB PCIe,AMD Radeon 680M,E162190-C_CTO_NBU2
Lenovo,"Lenovo ThinkPad X1 Carbon Gen 13 Aura Edition AI PC Laptop (14"" FHD+ Touchscreen, Intel Core Ultra 7 255U, 32GB 8400MT/s RAM, 1TB SSD, (>i7-1355U)), Thunderbolt 4, Backlit, FP, IR Webcam, Win 11 Pro","$1,899.99 –",https://www.newegg.com/lenovo-thinkpad-14-0-wuxga-touch-screen-intel-core-ultra-7-255u-intel-graphics-32gb-memory-1-tb-nvme-ssd-black/p/36B-000D-00MF2,Intel Core Ultra 7 255U,32GB,1TB NVMe,Intel Graphics,ThinkPad X1 Carbon G13 Touch U7 32 1
ASUS,"ASUS VivoBook 16"" Copilot+ PC Laptop AMD Ryzen AI 5 340 16GB Memory 512 GB NVMe SSD AMD Radeon 840M Windows 11 Home M1607KA-DS54",$649.99 –,https://www.newegg.com/asus-vivobook-16-16-wuxga-non-touch-screen-amd-ryzen-ai-5-340-amd-radeon-840m-16gb-memory-512-gb-nvme-ssd-quiet-blue/p/N82E16834236611,AMD Ryzen AI 5 340,16GB,512GB NVMe,,M1607KA-DS54
Microsoft,"Microsoft Surface Laptop Copilot+ PC (7th Edition) 15.0"" Touchscreen Laptop Qualcomm Snapdragon X Elite X1E-78-100 16GB RAM 256 GB SSD Windows 11 Home ZHG-00001","$1,049.00 –",https://www.newegg.com/microsoft-surface-laptop-7th-edition-15-touch-screen-qualcomm-snapdragon-x-elite-qualcomm-adreno-gpu-16-gb-lpddr5x-memory-256-gb-ssd-platinum/p/2S3-000Y-00082,Qualcomm Snapdragon X Elite,16 GB LPDDR5X,256GB,Qualcomm Adreno GPU,ZHG-00001
Dell,"Dell Inspiron 15 Touchscreen Laptop (15.6"" FHD, AMD Ryzen 7 7730U (> Intel i7-1255U), 32GB, 1TB SSD) Business, College Students, Enterprises, Numeric Keypad, Inspiron 3535 3000, Webcam, Win 11 Pro",$766.79 –,https://www.newegg.com/dell-inspiron-15-6-fhd-touch-screen-amd-ryzen-7-7730u-amd-radeon-graphics-32gb-memory-1-tb-nvme-ssd-carbon-black/p/36B-0006-006B3,AMD Ryzen 7 7730U,32GB,1TB NVMe,AMD Radeon Graphics,Dell Inspiron 15 Touch R7 32GB 1TB
Alienware,Alienware 16X Aurora Gaming Laptop - Intel Core Ultra 9 275HX - 32GB - 2TB SSD - NVIDIA GeForce RTX 5070 - Windows 11 Home  LAC16251-9582BLU-PUS,"$2,399.99 –",https://www.newegg.com/dell-alienware-16-0-geforce-rtx-5070-laptop-gpu-wqxga-32gb-memory-2tb-ssd/p/2WC-0009-036U5,Intel Core Ultra 9 275HX,32GB DDR5,2TB,GeForce RTX 5070 Laptop GPU,LAC16251-9582BLU-PUS
KurieTim,"KurieTim 16"" Laptop, AMD Ryzen 3250U(2C/4T, Up to 3.5GHz) Business and Student Laptop, 32GB RAM, 512GB SSD, Windows 11 Pro Laptop Computer, Dual-Band 5G WiFi, Fingerprint Unlock, Backlit Keyboard",$354.99 –,https://www.newegg.com/kurietim-16-0-fhd-non-touch-screen-amd-ryzen-3-3250u-32gb-memory-512-gb-ssd-gray/p/1TS-00NP-00014,AMD Ryzen 3 3250U,32GB,512GB,,T160R-3250U-32-512GB
Acer,Acer Nitro V16 Gaming Laptop - AMD Ryzen 7 260 - NVIDIA GeForce RTX 5070  - 16GB RAM - 1TB SSD  - Windows 11 Home (NH.U10AA.001),"$1,479.99 –",https://www.newegg.com/acer-america-16-0-no-geforce-rtx-5070/p/2S3-0008-006T7,AMD Ryzen 7 260,16GB,1TB NVMe,GeForce RTX 5070 Laptop GPU,NH.U10AA.001
ASUS,"ASUS ROG Strix G16 - 16"" FHD+ 165 Hz - Intel Core i9-14900HX - GeForce RTX 5060 Laptop GPU - 16GB Memory DDR5 5600 - 1TB NVMe SSD - Windows 11 Home  (90NR0LB1-M000N0 )","$1,799.99 –",https://www.newegg.com/asus-rog-strix-g16-16-geforce-rtx-5060-laptop-gpu-intel-core-i9-14900hx-fhd-16gb-memory-1-tb-nvme-ssd/p/N82E16834236640,Intel Core i9-14900HX,16GB,1TB NVMe,GeForce RTX 5060 Laptop GPU,G615JMR-DS94
GIGABYTE,"GIGABYTE - 16"" GeForce RTX 5070 Ti Laptop GPU - Intel Core Ultra 9 275HX - 32GB Memory - 1 TB SSD - Windows 11 Home Advanced Gaming Laptop - 240 Hz OLED (AORUS MASTER 16 BXHC4USE64SH )","$2,599.99 –",https://www.newegg.com/aorus-16-geforce-rtx-5070-ti-laptop-gpu-intel-core-ultra-9-275hx-wqxga-32gb-memory-1-tb-ssd/p/N82E16834233612,Intel Core Ultra 9 275HX,32GB,1TB,GeForce RTX 5070 Ti Laptop GPU,AORUS MASTER 16 BXHC4USE64SH
Lenovo,"Lenovo IdeaPad Slim 3i 15.6"" FHD Touch Laptop, AMD Ryzen 7 5825U, 16GB RAM, 512GB PCIe SSD, Windows 11 Pro, Grey/XTREDURA Flash Drive",$599.79 –,https://www.newegg.com/lenovo-ideapad-15-6-touch-screen-amd-ryzen-7-5825u-16gb-ddr4-memory-512gb-ssd-grey/p/1TS-000E-1E403,AMD Ryzen 7 5825U,16GB DDR4,512GB,,LENOVO5825UUSB15
HP,"HP 14-dq3280nr 14"" Touchscreen Laptop N4500 4GB 64GB eMMC W11Hs C42BPUAABA",$319.99 –,https://www.newegg.com/hp-14-0/p/1TS-000D-1SBF5,,,,,C42BPUA#ABA
Dell,"Dell - 15.6"" 2K Touchscreen Laptop - Intel Core i7 1355U 2023 - 16GB Memory - 512 GB Storage - Carbon Black",$768.00 –,https://www.newegg.com/dell-15-6-touch-screen-16gb-memory-black/p/1TS-000A-15G13,Intel Core i7,16GB,,,LDC15250-7427BLK-PUS
HP,"HP 255 G10 Business Laptop (15.6"" FHD Anti-Glare, AMD Ryzen 7 7730U (> Intel i7-1355U) 16GB RAM, 512GB SSD) for Home, Student, Military Grade, Webcam w/Shutter, Numeric Keypad, Wi-Fi 6, Win 11 Pro",$599.99 –,https://www.newegg.com/hp-255-g10-15-6-fhd-non-touch-screen-amd-ryzen-7-7730u-amd-radeon-graphics-16gb-memory-512-gb-nvme-ssd-black/p/36B-0007-00HX1,AMD Ryzen 7 7730U,16GB,512GB NVMe,AMD Radeon Graphics,HP 255 G10 R7 16GB 512GB
Dell,"Dell Latitude 5550 Business Laptop (15.6"" FHD Touchscreen, Intel 12-Core Ultra 5 135U (> i7-1355U), 32GB DDR5 RAM, 1TB SSD), Backlit, 1080p IR Webcam, 2X Thunderbolt 4, HDMI, Win 11 Pro, 2025 AI PC","$1,399.99 –",https://www.newegg.com/dell-latitude-15-6-fhd-touch-screen-intel-core-ultra-5-135u-intel-graphics-32gb-memory-1-tb-nvme-ssd-gray/p/36B-0006-00BB1,Intel Core Ultra 5 135U,32GB,1TB NVMe,Intel Graphics,Dell Latitude 5550 Touch U5 32GB 1TB
Acer,"Acer Predator Helios Neo 16 AI - 16.0"" GeForce RTX 5070 Ti Laptop GPU - 2.10 GHz - Intel Core Ultra 9 275HX 64GB Memory - 2 TB PCIe SSD - Windows 11 Home Gaming Laptop - 240 Hz IPS (PHN16-73-95NT )","$2,799.99 –",https://www.newegg.com/acer-america-predator-helios-neo-16-ai-16-0-geforce-rtx-5070-ti-laptop-gpu-2-10-ghz-wqxga-64gb-memory-2-tb-pcie-ssd/p/N82E16834360389,2.10 GHz,64GB,2TB PCIe,GeForce RTX 5070 Ti Laptop GPU,NH.U0QAA.001
MSI,"MSI Stealth A16  - 16.0"" OLED 240 Hz - GeForce RTX 5080 Laptop GPU - AMD Ryzen AI 9 HX 370 - 32GB Memory - 2TB NVMe SSD - Wi-Fi 7 - Windows 11 Pro Gaming Laptop (A3XWIG-076US )","$3,132.99 –",https://www.newegg.com/msi-stealth-a16-ai-16-0-geforce-rtx-5080-laptop-gpu-amd-ryzen-ai-9-hx-370-qhd-32gb-memory-2tb-nvme-ssd-ssd/p/N82E16834156787,AMD Ryzen AI 9 HX 370,32GB,2TB NVMe SSD,GeForce RTX 5080 Laptop GPU,Stealth A16 AI+ A3XWIG-076US
ASUS,"ASUS ROG Strix G16 - 16"" 240 Hz - AMD Ryzen 9 9955HX - GeForce RTX 5070 Laptop GPU - 32GB Memory DDR5 5600 - 1TB PCIe SSD - Windows 11 Home  (90NR0L47-M000D0 )","$2,199.00 –",https://www.newegg.com/asus-rog-strix-g16-16-geforce-rtx-5070-laptop-gpu-amd-ryzen-9-9955hx-32gb-memory-1-tb-pcie-ssd/p/N82E16834236630,AMD Ryzen 9 9955HX,32GB,1TB PCIe,GeForce RTX 5070 Laptop GPU,G614FP-DS96
HP,HP Victus 15.6 inch FHD 144Hz Gaming Laptop Intel Core i5-13420H NVIDIA GeForce RTX 4050 6GB - 16GB DDR4 512GB SSD Mica Silver (2024),$799.79 –,https://www.newegg.com/hp-15-6-geforce-rtx-4050-laptop-gpu-intel-core-i5-13420h-16gb-memory-512-gb-ssd/p/2WC-0001-05CT7,Intel Core i5-13420H,16GB,512GB,GeForce RTX 4050 Laptop GPU,15-fa1082wm
ASUS,"ASUS TUF A18 5070 Gaming Laptop, 18"" WQXGA 240Hz Display, AMD Ryzen 7 260 (beats Intel i7-14700), NVIDIA RTX 5070, 32GB RAM, 1TB SSD, RGB Backlit KB, Bundle with PCO Laptop Cooler","$1,979.00 –",https://www.newegg.com/asus-tuf-gaming-18-0-geforce-rtx-5070-laptop-gpu-amd-ryzen-7-260-wqxga-32gb-ddr5-memory-1tb-pcie-ssd/p/2WC-000N-0GPV2,,,,,TUFA181633-B_CTO_NBU1
MSI,"MSI Thin Gaming Laptop, 15.6"" 144Hz FHD Display, Intel Core i5-13420H Upto 4.6GHz, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 4050, Backlit keys, Windows 11 Pro",$879.99 –,https://www.newegg.com/msi-15-6-nvidia-geforce-rtx-4050-laptop-gpu-full-hd-16gb-memory-512-gb-ssd/p/2WC-000C-0JC59,,16GB,512GB,NVIDIA GeForce RTX 4050 Laptop GPU,Thin4050i5-16512nP
HP,"HP 15.6"" FHD Touchscreen Business & Home Laptop, AMD Ryzen 5 7520U, 8GB RAM, 256GB SSD, Webcam, HDMI, Copilot, Windows 11 Home, Silver",$369.00 –,https://www.newegg.com/hp-15-6-fhd-touch-screen-amd-ryzen-5-7520u-amd-radeon-610m-8gb-memory-256gb-pcie-ssd-sliver/p/1TS-000D-1SKA5,AMD Ryzen 5 7520U,8GB,256GB PCIe,AMD Radeon 610M,ESSENTIAL178005-B_CTO_N1
Lenovo,"Lenovo Ideapad 1i 15.6"" Full HD Touchscreen Laptop - Intel Core i5-1334U - 16GB Memory, 512GB SSD (Abyss Blue)",$599.00 –,https://www.newegg.com/lenovo-15-6/p/1TS-000E-1DHY9,Intel Core i5-1334U,16GB,512GB,,83B40001US
HP,"HP 15 Laptop, 15.6"" HD Touch Display, Intel Core i3-1215U Upto 4.4GHz, 16GB RAM, 1TB SSD, Windows 11 Home",$609.00 –,https://www.newegg.com/hp-15-6-touch-screen-intel-uhd-graphics-16gb-memory-1-tb-ssd-silver/p/1TS-000D-1M872,,16GB,1TB,Intel UHD Graphics,15dyTi312-161nH
MSI,"MSI Stealth - 18"" 120 Hz - Intel Core Ultra 9 275HX - GeForce RTX 5080 Laptop GPU - 64GB Memory DDR5 5600 - 2TB SSD - Windows 11 Pro(Stealth 18 HX AI A2XWIG-036US)","$3,499.00 –",https://www.newegg.com/msi-18-geforce-rtx-5080-laptop-gpu-intel-core-ultra-9-275hx-64gb-memory-2-tb-ssd/p/N82E16834156742,Intel Core Ultra 9 275HX,64GB,2TB,GeForce RTX 5080 Laptop GPU,Stealth 18 HX AI A2XWIG-036US
HP,"HP Flagship 17.3"" Laptop, IPS FHD(1920 x 1080) Display, 13th Intel 10-Core i5-1335U(Beats i7-1260U), 40GB DDR4 RAM 2TB SSD, Iris Xe Graphics, Bluetooth 5.3, Backlit KB, Window 11 Home 2 TB PCIe 40GB","$1,099.00 –",https://www.newegg.com/hp-17-3-fhd-non-touch-screen-1-60ghz-intel-iris-xe-graphics-40gb-memory-2-tb-pcie-ssd-silver/p/1TS-000D-1DNA4,1.60GHz,40GB,2TB PCIe,Intel Iris Xe Graphics,003747-40-2048
ASUS,"ASUS TUF A16 RTX 5060 Gaming Laptop, 16"" FHD+ 165Hz Display, AMD Ryzen 7 260, NVIDIA RTX 5060, 64GB DDR5 RAM, 1TB SSD, RGB Backlit KB, RJ-45, Wi-Fi 6, Windows 11 Pro, Grey","$2,069.00 –",https://www.newegg.com/asus-16-0-wuxga-no-64gb-memory-gray/p/1TS-001A-0BN43,,64GB,,,TUFA160573-H_CTO_N1
Acer,Acer Nitro V 15.6 FHD IPS 165Hz Gaming Laptop|Intel Core i5-13420H|NVIDIA GeForce RTX 5050|Webcam|Backlit |Black| 16GB RAM | 512GB SSD |Windows 11 Home |Bundle with HDMI Cable,$849.99 –,https://www.newegg.com/acer-america-15-6-led-no-16gb-memory-512-gb-ssd-black/p/1TS-000X-06525,,16GB,512GB,,TEMP-BH7-NoMod+Z95
ASUS,"ASUS - Vivobook 15.6"" Touchscreen Laptop - Intel 11th Gen i3 - 8GB Memory - 256GB PCIE SSD - Slate Grey X515EA-212.V15TB Notebook PC Computer",$389.00 –,https://www.newegg.com/asus-15-6/p/1TS-001A-06037,,,,,X515EA-212.V15TB
Dell,"Dell Inspiron 15 Touchscreen Laptop (15.6"" FHD LED, Intel 10-Core i5-1334U (> i7-1255U), 16GB RAM, 1TB SSD) for Business & Home, Fast Charge, Inspiron 3000 3530, Webcam, Win 11 Pro in S w/ Copilot",$676.79 –,https://www.newegg.com/dell-inspiron-15-6-fhd-touch-screen-intel-core-i5-1334u-integrated-graphics-16gb-memory-1-tb-nvme-ssd-black/p/36B-0006-006T9,Intel Core i5-1334U,16GB,1TB NVMe,Integrated Graphics,Dell Inspiron15 Touch i5 16GB 1TB
GIGABYTE,GIGABYTE GAMING A16 Gaming Laptop - 165Hz 1920x1200 WUXGA - NVIDIA GeForce RTX 5060 - AMD Ryzen 7 260 - 1TB SSD with 16GB DDR5 RAM - Windows 11 Home AD,"$1,349.99 –",https://www.newegg.com/gigabyte-16-0-geforce-rtx-5060-laptop-gpu-amd-ryzen-7-260-wuxga-16gb-memory-1-tb-nvme-ssd/p/N82E16834233624,AMD Ryzen 7 260,16GB,1TB NVMe,GeForce RTX 5060 Laptop GPU,A16 3VHK3US894SH
HP,"HP 17 Business Laptop, 17.3"" FHD Display, Intel Core i5-1135G7 Upto 4.2GHz, 32GB RAM, 1TB NVMe SSD, HDMI, Wi-Fi, Bluetooth, Backlit Keyboard Windows 11 Pro/Lone Star Computer Mouse Pad",$855.00 –,https://www.newegg.com/hp-17-0-fhd-non-touch-screen-intel-core-i5-1135g7-32gb-memory-1-tb-ssd-silver/p/36B-0007-004S9,Intel Core i5-1135G7,32GB,1TB,,HP4061nrb72
