brand,description,price,url,processor,memory,ssd,gpu,model
Lenovo,"Lenovo Slim 7 14.0"" Intel Core Ultra 7 256V 16GB Memory 1TB PCIe SSD 83MC0001US","$1,279.99 –",https://www.newegg.com/lenovo-slim-7-14-0-non-touch-screen-intel-core-ultra-7-256v-intel-arc-graphics-140v-16gb-memory-1-tb-pcie-ssd-luna-grey/p/N82E16834840644,Intel Core Ultra 7 256V,16GB,1TB PCIe,Intel Arc 140V,83MC0001US
MSI,"MSI Prestige 14 AI+ Evo 14.0"" Copilot+ PC Laptop Intel Core Ultra 7 258V 32GB Memory 1 TB NVMe SSD Windows 11 Home C2VMG-032US","$1,390.61 –",https://www.newegg.com/msi-14-0-fhd-non-touch-screen-intel-core-ultra-7-258v-intel-arc-graphics-140v-32gb-memory-1-tb-nvme-ssd-stellar-gray/p/N82E16834156795,Intel Core Ultra 7 258V,32GB LPDDR5X,1TB NVMe,,Prestige 14 AI+ Evo C2VMG-032US
ACEMAGIC,"ACEMAGIC Laptop 15.6 FHD Laptop, Intel i5-12600H, 16GB RAM, 512GB SSD, Windows 11 Pro, Graphite, WiFi 6, Backlit KB, Gray",$339.00 –,https://www.newegg.com/acemagic-15-6/p/1TS-00NN-00014?Item=9SIBUU5KRJ0956&cm_sp=SP-_-3214767-_-0-_-2-_-9SIBUU5KRJ0956-_-laptop-_-laptop-_-21,Intel® Core™ i5-12600H Processor,16GB,512GB,,lx15pro12600h
NIAKUN,"NIAKUN Laptop Computer, Gaming Laptops 2026, 16 Inch Lap Top PC Windows 11 Pro, 16GB RAM 1TB SSD, Intel N100 Processor(up to 3.4GHz), Office 365, Backlit Keyboard, 2-Year Warranty",$386.99 –,https://www.newegg.com/niakun-16-1-lcd-n100-ssd-ssd-1-tb-hdd/p/1TS-00U5-00003?Item=9SIC655KUP7604&cm_sp=SP-_-3239047-_-0-_-0-_-9SIC655KUP7604-_-laptop-_-laptop-_-22,N100,16GB,1TB,,NIABook NY-03
Lenovo,"Lenovo Thinkpad X9-14 Gen 1 21QA008NUS 14"" Touchscreen Copilot+ PC Notebook - Intel Core Ultra 7 258V (2.20 GHz) - 32 GB - 512 GB SSD - Windows 11 Pro - Intel Arc Graphics 140V - Webcam - Wi-Fi 7","$1,409.00 –",https://www.newegg.com/lenovo-14-0-arc-graphics-140v-gray/p/1TS-000E-1DWH1,Intel Core Ultra 7 258V,32GB DDR5,512GB,,21QA008NUS
Refurbished,"Refurbished ASUS VivoBook Laptop Intel Core Ultra 7 256V 16GB Memory 1 TB SSD Intel Arc Graphics 14.0"" Touchscreen Windows 11 Home (TP3407SA-DS74T)",$619.99 –,https://www.newegg.com/asus-vivobook-14-0-touch-screen-intel-core-ultra-7-256v-intel-arc-graphics-16gb-memory-1-tb-pcie-ssd-black/p/N82E16834236737,Intel Core Ultra 7 256V,16GB,1TB PCIe,Intel Arc Graphics,ASU-TP3407SA-DS74T/RB
Dell,"Dell Pro Max MC16250 16"" Mobile Workstation - Intel Core Ultra 7 265H - 16 GB - 512 GB SSD - Windows 11 Pro - NVIDIA RTX PRO 500 Blackwell 6 GB - Webcam - Wi-Fi 7   Y0KTY","$3,019.99 –",https://www.newegg.com/dell-pro-max-16-0-fhd-non-touch-screen-intel-core-ultra-7-265h-nvidia-rtx-pro-500-16gb-ddr5-memory-512gb-ssd-black/p/N82E16834817600,Intel Core Ultra 7 265H,16GB DDR5,512GB,,Y0KTY
Lenovo,"Lenovo ThinkPad X1 Carbon Gen 13 21NX00FRUS 14"" Ultrabook - Intel Core Ultra 5 225U - 16 GB - 512 GB SSD - Windows 11 Pro - Webcam - IEEE 802.11ax Wireless LAN Standard","$1,899.99 –",https://www.newegg.com/lenovo-14-0/p/1TS-000E-1DCT7,Intel Core Ultra 5 225H,16GB,512GB,Intel Graphics,21NX00FRUS
Dell,"Dell Pro Max MC16250 16"" Copilot+ PC Notebook - Intel Core Ultra 5 235H (2.40 GHz) - 16 GB - 256 GB SSD - Windows 11 Pro - Intel Arc Pro 140T GPU - Webcam - Wi-Fi 6E   D55TP","$2,136.99 –",https://www.newegg.com/dell-pro-max-16-0-fhd-non-touch-screen-intel-core-ultra-5-235h-2-40-ghz-intel-arc-pro-140t-gpu-16gb-ddr5-memory-256gb-ssd-black/p/N82E16834817596,Intel Core Ultra 5 235H (2.40 GHz),16GB DDR5,256GB,,D55TP
Dell,"Dell Pro 15 Essential PV15250 15.6"" Notebook - Intel Core i7-1355U - 16 GB - 512 GB SSD - Windows 11 Pro - Intel UHD Graphics - Wi-Fi 6 (0WR3Y)","$1,118.99 –",https://www.newegg.com/dell-pro-15-essential-15-6-fhd-non-touch-screen-intel-core-i7-1355u-intel-uhd-graphics-16gb-ddr5-memory-512gb-ssd-carbon-black/p/N82E16834817580,Intel Core i7-1355U,16GB DDR5,512GB,Intel UHD Graphics,0WR3Y
NIAKUN,"NIAKUN Laptop Computer, Gaming Laptops 2026, 16 Inch Lap Top PC Windows 11 Pro, 16GB RAM 1TB SSD, Intel N95 Processor(up to 3.4GHz), Office 365, Backlit Keyboard, 2-Year Warranty",$359.99 –,https://www.newegg.com/niakun-16-inches-lcd-non-touch-n95-ssd-ssd-1-tb-hdd/p/1TS-00U5-00005?Item=9SIC655KUP7606&cm_sp=SP-_-3239047-_-0-_-0-_-9SIC655KUP7606-_-laptop-_-laptop-_-29,N95,16GB,1TB,,NY-02
Refurbished,"Refurbished Dell Latitude 5420 14"" FHD Laptop - Intel Core i7-1185G7 3GHz 32 GB RAM 512 GB SSD Intel Iris Xe Graphics - Windows 11 pro",$399.00 –,https://www.newegg.com/dell-latitude-14-0-fhd-non-touch-screen-intel-core-i7-1185g7-intel-iris-xe-graphics-32gb-memory-512-gb-ssd-gray/p/1TS-000A-151V3?Item=9SIA9PSKP94857&cm_sp=SP-_-3202440-_-0-_-2-_-9SIA9PSKP94857-_-laptop-_-laptop-_-30,Intel Core i7-1185G7,32GB,512GB,Intel Iris Xe Graphics,810Q7M3
Dell,"Dell Pro Max MC16250 16"" Copilot+ PC Mobile Workstation - Intel Core Ultra 7 255H - 16 GB - 512 GB SSD - Windows 11 Pro - Intel Arc Pro 140T Graphics - Webcam - Wi-Fi 7   42VDY","$2,654.99 –",https://www.newegg.com/dell-pro-max-16-0-fhd-non-touch-screen-intel-core-ultra-7-255h-intel-arc-pro-140t-graphics-16gb-ddr5-memory-512gb-ssd-black/p/N82E16834817597,Intel Core Ultra 7 255H,16GB DDR5,512GB,,42VDY
Lenovo,"Lenovo ThinkPad P16 Gen 2 16.0"" Touch Screen Intel Core i7-13700HX NVIDIA RTX 4000 Ada Generation 32GB Memory 1TB SSD Windows 11 Pro 21FA002XUS","$3,875.99 –",https://www.newegg.com/lenovo-thinkpad-16-0-intel-core-i7-13700hx-quadro-rtx-4000-32gb-memory-1-tb-ssd-gray/p/1TS-000E-18KK2,Intel Core i7-13700HX,32GB DDR5,1TB,NVIDIA RTX 4000 Ada Generation,21FA002XUS
Auusda,"Auusda EXSURF 15.6"" Laptop Computer, AMD 3050E CPU, 32GB RAM 1TB SSD, Fingerprint, Backlit Keyboard, Windows 11 Pro Home Notebook, Silver",$399.99 –,https://www.newegg.com/exsurf-15-6/p/1TS-00TY-00006?Item=9SIC11PKKE9672&cm_sp=SP-_-2985460-_-0-_-2-_-9SIC11PKKE9672-_-laptop-_-laptop-_-33,AMD Athlon Silver 3050e,32GB,1TB,,F13260512
HP,"HP OmniBook 5 Laptop Computer 16"" 2K Snapdragon X 16 GB memory;512 GB SSD","$1,049.99 –",https://www.newegg.com/hp-16-0-qualcomm-snapdragon-x-x1-26-100-qualcomm-adreno-16gb-memory-512-gb-pcie-ssd/p/2NR-000A-01PK9?Item=9SIAR0TKKG0233&cm_sp=SP-_-2992788-_-0-_-0-_-9SIAR0TKKG0233-_-laptop-_-laptop-_-34,,,,,BX8M8UA#ABA
Lenovo,"Lenovo ThinkPad E16 Gen 2 16.0"" AMD Ryzen 7 7735U AMD Radeon 680M 16GB Memory 512GB SSD Windows 11 Pro 21M5000JUS","$1,096.87 –",https://www.newegg.com/lenovo-thinkpad-16-0-non-touch-screen-amd-ryzen-7-7735u-amd-radeon-680m-16gb-memory-512-gb-ssd-black/p/1TS-000E-1BJ33,AMD Ryzen 7 7735U,16GB DDR5,512GB,AMD Radeon 680M,21M5000JUS
Lenovo,"Lenovo ThinkPad X9 15 Aura Edition Intel Laptop, 15.3""  120Hz, Intel Core Ultra 7 268V vPro, 32GB, 1TB SSD","$1,599.00 –",https://www.newegg.com/lenovo-15-3-gb-memory-1-tb-ssd/p/1TS-000E-1CH31,,GB,1TB,,21Q6002BUS
Lenovo,"Lenovo ThinkPad P14s Business Laptop, AMD Ryzen AI 7 PRO 350, 14 FHD+ IPS Touchscreen, 32GB DDR5, 1TB SSD, Wi-Fi 7, HDMI, Windows 11 Pro, Black, Copilot+ Mobile Workstation","$1,219.00 –",https://www.newegg.com/lenovo-thinkpad-14-0-fhd-touch-screen-amd-ryzen-ai-7-350-amd-radeon-860m-32gb-ddr5-memory-1tb-pcie-ssd-black/p/1TS-000E-1E304,AMD Ryzen AI 7 350,32GB DDR5,1TB PCIe,AMD Radeon 860M,P14S5064-A_CTO_N1
Lenovo,"Lenovo Chromebook 14M8911 83SY0007US 14"" Chromebook - WUXGA - Octa-core (ARM Cortex A78 + Cortex A55) - 8 GB - 64 GB Flash Memory - English Keyboard - Luna Gray - MediaTek Kompanio 540 Chip - 192",$469.99 –,https://www.newegg.com/lenovo-14-0-8gb-memory-gray/p/1TS-000E-1E5X4,,8GB,,,83SY0007US
Ningmei,"Ningmei NL500 Laptop, 15.6 Inch Notebook with Intel® Core i5-1240P (Up to 4.4GHz), 16GB DDR4 512GB SSD, BT5.2, 5G WiFi, USB3.2, Type_C, Webcam, Windows 11 Laptops for Business Student Light Gaming",$479.00 –,https://www.newegg.com/ningmei-15-6/p/1TS-00TS-00004,Intel Core i5-1240P,16GB,512GB,,601NMNL5004165A
Lenovo,"Lenovo ThinkPad P14s Gen 6 21QT002VUS 14.5"""" Mobile Workstation - Intel Core Ultra 9 285H - 64 GB - 1 TB SSD - Windows 11 Pro - Intel Arc 140T GPU - Webcam - Wi-Fi 7","$4,149.00 –",https://www.newegg.com/lenovo-thinkpad-14-5-non-touch-screen-intel-core-ultra-9-285h-intel-arc-140t-64gb-ddr5-memory-1tb-ssd-black/p/1VK-0003-1SNJ8,Intel Core Ultra 9 285H,64GB DDR5,1TB,,21QT002VUS
Acer,"Acer 314 14"" FHD Widescreen Chromebook Intel N100 4GB RAM 128GB eMMC Pure Silver - Intel Processor N100 with up to 3.40GHz - 14"" FHD Widescreen ComfyView LED-backlit Display - 128 GB eMMC -",$299.99 –,https://www.newegg.com/acer-america-14-0-no-uhd-graphics/p/1TS-000X-06394,,,,UHD Graphics,NX.JM0AA.001
Lenovo,"Lenovo Laptop V15 for Business, Home, Student, 15.6"" FHD Anti-Glare, AMD Ryzen 7 7730U, 24GB RAM, 1TB SSD, HDMI, Type-C, Numeric Keypad, Webcam w/ Shutter, Wi-Fi 6, Win 11 Pro w/ AI Copilot, Black",$729.00 –,https://www.newegg.com/lenovo-v-series-15-6-fhd-amd-radeon-graphics-24-memory-1-tb-pcie-ssd-black/p/1TS-000E-1E2H6,,24,1 TB PCIe,AMD Radeon Graphics,V156319-C_CTO_N1
Refurbished,"Refurbished Dell Latitude 5430 Laptop Intel Core i5-1245U 16GB RAM 512GB SSD 14.0"" FHD Windows 11 Pro",$314.99 –,https://www.newegg.com/dell-lt-de5430-i5-g12-16-512-14-no-16gb-memory-512-gb-ssd-black/p/2SN-0007-00061,,16GB,512 GB,,LT-DE5430/i5-G12-16-512
MSI,"MSI Venture Pro A15 AI+ 15.6"" TouchScreen Copilot+ PC Laptop - AMD Ryzen AI 7 350 - Nvidia GeForce RTX 5050 - 16GB RAM - 1TB SSD (A3HWETG-083US)","$1,349.00 –",https://www.newegg.com/msi/p/N82E16834156851,AMD Ryzen AI 7 350,16GB DDR5,1TB NVMe,GeForce RTX 5050 Laptop GPU,VenturePro A15 AI+ A3HWETG-083US
HP,"HP 17.3"" HD+ Business Laptop Touchscreen Intel Core Ultra 7 255U (Beats i7-13620H) 32GB DDR5 RAM 1TB SSD Intel Graphics Wi-Fi 6 BT 5.4 Webcam HDMI 1.4 Backlit KB Fingerprint Windows 11 Home Blue","$1,196.97 –",https://www.newegg.com/hp-17-3-hd-touch-screen-intel-core-ultra-7-255u-intel-graphics-32gb-memory-1-tb-ssd-blue/p/1TS-000D-1S2W4,Intel Core Ultra 7 255U,32GB,1TB,Intel Graphics,HC320011112525SUB
Refurbished,"Refurbished Lenovo Slim 7i Copilot+ Aura Edition Intel Core Ultra 7 Processor 258V 32GB Memory 1TB SSD 14"" OLED Touchscreen Windows 11 Home 83MC0005US",$783.99 –,https://www.newegg.com/lenovo-ideapad-5-16-touch-screen-intel-core-ultra-7-255u-32gb-memory-1-tb-ssd-cosmic-blue/p/N82E16834840706,Intel Core Ultra 7 258V,32GB,1TB,,LEN-83MC0005US/RB
HP,"HP Fortis Flip G1m 11.6"" Touchscreen Convertible 2 in 1 Chromebook - HD - 60 Hz - Octa-core (ARM Cortex A76 + Cortex A55) - 8 GB - 64 GB Flash Memory - English Keyboard - Jet Black - MediaTek Kom",$484.65 –,https://www.newegg.com/hp-11-6-8gb-memory/p/1TS-000D-1SPA5,,8GB,,,BV0X9UT#ABA
Refurbished,"Refurbished HP EliteBook 845 G8 Laptop AMD Ryzen 5 PRO 5650U 32GB Memory 256GB 14.0"" FHD Windows 11 Pro",$288.99 –,https://www.newegg.com/lt-hp845g8-ry5-5650u-32-256-14-0-no-32gb-memory-256-gb-ssd-silver/p/1TS-000D-1RGE5,AMD Ryzen 5 PRO 5650U,32GB,,,LT-HP845G8/RY5-5650U-32-256
Refurbished,"Refurbished HP EliteBook 845 G8 Laptop AMD Ryzen 5 PRO 5650U 16GB Memory 256 GB SSD 14.0"" FHD Windows 11 Pro",$238.99 –,https://www.newegg.com/hp-elitebook-14-0-amd-ryzen-5-pro-5650u-16gb-memory-256-gb-ssd/p/N82E16834818214,AMD Ryzen 5 PRO 5650U,16GB,,,632556093726
Lenovo,"Lenovo IdeaPad Slim 5 Business 16"" WUXGA Touchscreen AMD Ryzen AI 7 350 (>Core Ultra 7 255H) AMD Radeon 860M 16GB DDR5 RAM 512GB SSD Wi-Fi 7 BT 5.4 Backlit KB 1080p Webcam Windows 11 Pro Cosmic Blue",$799.00 –,https://www.newegg.com/lenovo-16-0-wuxga-touch-screen-amd-ryzen-ai-7-350-amd-radeon-860m-16gb-memory-512-gb-ssd-blue/p/1TS-000E-1E5D4,AMD Ryzen AI 7 350,16GB,512 GB,AMD Radeon 860M,HC165122041126
Lenovo,"Lenovo LOQ 15AHP10 15.6"" Gaming Notebook - AMD Ryzen 5 220 - 16GB - 1TB SSD - NVIDIA GeForce RTX 5050 8GB - Windows 11 Home - Wi-Fi 6E (83JG000HUS)","$1,146.99 –",https://www.newegg.com/lenovo-15-6-geforce-rtx-5050/p/1TS-000E-1DMA9,AMD Ryzen 5 220,16GB DDR5,1TB,GeForce RTX 5050,83JG000HUS
HP,"HP 17.3"" HD+ Business Laptop Touchscreen Intel Core Ultra 7 255U (Beats i7-13620H) 32GB DDR5 RAM 2TB SSD Intel Graphics Wi-Fi 6 BT 5.4 Webcam HDMI 1.4 Backlit KB Fingerprint Windows 11 Home Blue","$1,269.00 –",https://www.newegg.com/hp-17-3-hd-touch-screen-intel-core-ultra-7-255u-intel-graphics-32gb-memory-2-tb-ssd-blue/p/1TS-000D-1S2W8,Intel Core Ultra 7 255U,32GB,2TB,Intel Graphics,HC320021112525SUB
HP,"HP 17.3"" HD+ Business Laptop Touchscreen Intel Core Ultra 7 255U (Beats i7-13620H) 32GB DDR5 RAM 1TB SSD Intel Graphics Wi-Fi 6 BT 5.4 Webcam HDMI 1.4 Backlit KB Fingerprint Windows 11 Pro Blue","$1,196.97 –",https://www.newegg.com/hp-17-3-hd-touch-screen-intel-core-ultra-7-255u-intel-graphics-32gb-memory-1-tb-ssd-blue/p/1TS-000D-1S2W5,Intel Core Ultra 7 255U,32GB,1TB,Intel Graphics,HC320012112525SUB
Auusda,"Auusda 16"" Laptop AMD Ryzen 7 7840HS, 32GB DDR5 RAM, 1TB NVMe SSD, Windows 11 Pro Computer, Not for Heavy Gaming, Backlit, Fingerprint, Full-Type C, WiFi 6, Bluetooth 5.3, Webcam Switch, Gray",$647.99 –,https://www.newegg.com/exsurf-16-0/p/1TS-00TY-00007?Item=9SIC11PKKS9639&cm_sp=SP-_-2985460-_-0-_-2-_-9SIC11PKKS9639-_-laptop-_-laptop-_-5,AMD Ryzen™ 7 7840HS,32GB,1TB NVMe,,T160R-7840HS-32+1TB
HP,"HP OmniBook 5 Laptop Computer 14"" 2K Snapdragon X 16 GB memory;256 GB SSD","$1,049.99 –",https://www.newegg.com/hp-14-0-qualcomm-snapdragon-x-x1-26-100-qualcomm-adreno-16gb-memory-256-gb-pcie-ssd/p/2NR-000A-01PM0?Item=9SIAR0TKKP0647&cm_sp=SP-_-2992788-_-0-_-0-_-9SIAR0TKKP0647-_-laptop-_-laptop-_-6,,,,,BU1K1UA#ABA
BiTECOOL,"BiTECOOL Laptop Computer 15.6 inch, Intel Quad Core N95, 12GB LPDDR5 RAM 1TB NVMe SSD Laptop with FHD IPS Display, WiFi 5, BT5.0, USB Type C and Fingerprint, 2 Years Warranty, Windows 11 Pro",$299.00 –,https://www.newegg.com/bitecool-15-6/p/1TS-00GJ-00010,Intel Celeron N95,12GB LPDDR5,1TB NVMe SSD,,BTC512-154N-TT
Dell,"Dell Inspiron 3530 15.6"" FHD Touch Laptop,Intel Core i7-1355U,Intel Iris Xe Graphics,Wi-Fi6 and Bluetooth 5.3,32 GB RAM|1 TB SSD,Windows11 Pro,Carbon Black",$839.00 –,https://www.newegg.com/dell-15-6-fhd-touch-screen-intel-core-i7-1355u-intel-iris-xe-graphics-32gb-memory-1-tb-ssd-black/p/1TS-000A-104S5,Intel Core i7-1355U,32GB,1TB,Intel Iris Xe Graphics,B2C_Dell-i3530_11-29-23_32_1TP
Lenovo,"Lenovo 15 inch Laptop with Lifetime Office 365 for The Web, 12GB RAM, 512GB SSD + 128GB eMMC Storage, Intel CPU, 10 Key Number Pad, Windows 11 Home, External 64GB USB",$399.00 –,https://www.newegg.com/lenovo-ideapad-15-6-fhd-non-touch-screen-intel-pentium-silver-n6000-intel-uhd-graphics-12gb-ddr4-memory-512gb-pcie-ssd-gray/p/1TS-000E-1E2W6?Item=9SIB0GJKTX3657&cm_sp=SP-_-3116991-_-0-_-2-_-9SIB0GJKTX3657-_-laptop-_-laptop-_-9,Intel Pentium Silver N6000,12GB DDR4,512GB PCIe,Intel UHD Graphics,IDEAPAD11775-C_CTO_NBU3
NIAKUN,"NIAKUN Laptop Computer, Window 11 Pro Lap Top 2026 New, 15.6 Inch Laptop PC, 16GB RAM 512GB SSD, 4425Y Processor, IPS FHD 1920*1080P, 2-Year Warranty, 5000mAh Battery, Mini HDMI, for School Business",$319.99 –,https://www.newegg.com/niakun-ny-14-15-6-inches-lcd-4425y-16gb-memory-512gb-ssd-gray/p/36B-002S-00001?Item=9SIC655KVD4811&cm_sp=SP-_-3202511-_-0-_-2-_-9SIC655KVD4811-_-laptop-_-laptop-_-10,4425Y,16GB,512GB,4425Y,A2-H9Z0-2EE3
HP,"HP OmniBook 7 16"" 2K(2048 x 1280) OLED Touchscreen 120Hz Intel Core 9 270H (Beat i9-13900H) Intel Graphics 32GB DDR5 RAM 512GB SSD Wi-Fi 7 BT 5.4 Backlit KB HDMI 2.1 5MP Webcam Windows 11 Pro Silver","$1,199.00 –",https://www.newegg.com/hp-16-0-wqxga-touch-screen-intel-core-9-270h-intel-graphics-32gb-memory-512-gb-ssd-silver/p/1TS-000D-1SH57,Intel Core 9 270H,32GB,512 GB,Intel Graphics,HC325122031426
Refurbished,"Refurbished Dell Latitude 5420 Laptop Intel Core i5-1145G7 16GB Memory 256GB SSD 14.0"" FHD Windows 11 Pro",$234.99 –,https://www.newegg.com/dell-latitude-14-0-non-touch-screen-intel-core-i5-1145g7-intel-iris-xe-graphics-16gb-memory-256-gb-ssd/p/N82E16834817432,Intel Core i5-1145G7,16GB,,,LT-DE5420/i5-G11-16-256-A
Lenovo,"Lenovo ThinkPad E14 Notebook,14"" Full HD+ 1920x1200,Intel Core i7-1355U Processor,16GB DDR4,512GB SSD,Intel Iris Xe Graphics,Wifi-AX,Windows 11 Pro",$839.99 –,https://www.newegg.com/lenovo-e14-thinkpad-14-0-ips-full-hd-1920-x-1200-wva-display-non-touch-screen-intel-iris-xe-graphics-16gb-memory-512-gb-ssd-black/p/1TS-000E-1CR94,,16GB,512GB,Intel Iris Xe Graphics,LENE14I716512SDR
Lenovo,"Lenovo Legion 5i AI-Powered Gaming Laptop 15.1"" WQXGA 2560x1600 OLED 165Hz Intel 24-core i9-14900HX 64GB DDR5 2TB SSD GeForce RTX 5070 DLSS4 (Up to 798 AI TOPS) RGB Backlit Win11 Copilot AI","$2,359.00 –",https://www.newegg.com/lenovo-15-1-2-20ghz-geforce-rtx-5070-laptop-gpu-64gb-memory-2-tb-ssd-black/p/1TS-000E-1DX50,2.20GHz,64GB,2 TB,GeForce RTX 5070 Laptop GPU,Legion5i95070-0122-005
Dell,"Dell Latitude 5350 13.3"" AG FHD Core Ultra 7 165U 1.7GHz 16GB RAM 512GB SSD WIN11P, Titan Gray Satin - 3 Year Dell Pro Support",$815.99 –,https://www.newegg.com/dell-13-3-ips-no-integrated-graphics-16gb-memory-512-gb-ssd-gray/p/1TS-000A-14W24,,16GB,512GB,Integrated Graphics,LAT5350U716512NTIR-NW
HP,"HP Fortis G1m 11.6"" Rugged Chromebook - HD - 60 Hz - Octa-core (ARM Cortex A76 + Cortex A55) - 4 GB - 32 GB Flash Memory - English Keyboard - Jet Black - MediaTek Kompanio 520 Chip - 1366 x 768 -",$315.99 –,https://www.newegg.com/hp-11-6-no-4gb-memory/p/1TS-000D-1SP20,,4GB,,,BV0W8UT#ABA
Acer,"Acer Nitro V ANV16-72-73C7, 16.0"" WUXGA (1920 x 1200) IPS 180Hz Display, Intel Core 7 processor 240H, NVIDIA GeForce RTX 5060 Laptop GPU (MGP 85W), 32GB DDR5, 512GB PCIe Gen 4 S (ANV16-72-73C7)","$1,299.99 –",https://www.newegg.com/acer-america-nitro-v-16-0-geforce-rtx-5060-laptop-gpu-up-to-5-20-ghz-wuxga-32gb-memory-512gb-pcie-gen-4-ssd-ssd/p/N82E16834360411?Item=N82E16834360411&cm_sp=SP-_-3241062-_-0-_-2-_-34-360-411-_-laptop-_-laptop-_-17,Up to 5.20 GHz,32GB,512GB PCIe Gen 4 SSD,GeForce RTX 5060 Laptop GPU,NH.U2EAA.004
NIAKUN,"NIAKUN Gaming Laptop Computer, Lap Top PC 2026 Window 11 pro, 16GB RAM 1TB SSD, Ryzen 5 7430U (up to 4.3Ghz, Beat 5700U), Backlit Keyboard, IPS 1920 * 1080 FHD Display, WiFi 5, BT5.0, Fingerprint",$539.99 –,https://www.newegg.com/niakun-15-6-inches-lcd-7430u-ssd-ssd-1-tb-hdd-silver/p/1TS-00U5-00009?Item=9SIC655KUP8516&cm_sp=SP-_-3202511-_-0-_-2-_-9SIC655KUP8516-_-laptop-_-laptop-_-18,7430U,16GB,1TB,,AM01
Refurbished,"Refurbished ASUS Zenbook CopilotPC+ Laptop AMD Ryzen AI 7 350 32GB RAM 1TB SSD AMD Radeon Graphics 14.0"" OLED Touchscreen WUXGA Windows 11 Home",$819.00 –,https://www.newegg.com/asus-zenbook-14-0-yes-amd-ryzen-ai-7-350-amd-radeon-graphics-32gb-lpddr5x-memory-1tb-m-2-nvme-pcie-4-0-ssd-ssd-jade-black/p/N82E16834236755,AMD Ryzen AI 7 350,32GB LPDDR5X,1TB M.2 NVMe PCIe 4.0 SSD,AMD Radeon Graphics,UM3406KA-WS79T
Lenovo,"Lenovo ThinkBook 16 Gen 7 16.0"" Touch Screen AMD Ryzen 7 7735HS AMD Radeon 680M 16GB Memory 512 GB SSD Windows 11 Pro 21MW0003US","$1,139.99 –",https://www.newegg.com/lenovo-16-0-amd-ryzen-7-7735hs-16gb-memory-512-gb-ssd/p/1TS-000E-1ARD5,AMD Ryzen 7 7735HS,16GB DDR5,512GB,AMD Radeon 680M,21MW0003US
Lenovo,"Lenovo V15 Gen 5 IRL Laptop, 15.6"" FHD Display, Intel Core i7-13620H Upto 4.9GHz, 16GB RAM, 2TB SSD, Windows 11 Pro","$1,099.99 –",https://www.newegg.com/lenovo-15-6-full-hd-intel-uhd-graphics-16gb-memory-2-tb-ssd-black/p/1TS-000E-1E6N2,,16GB,2 TB,Intel UHD Graphics,V15G5i713-162nP
Lenovo,"Lenovo ThinkPad E16 Business Laptop, 16"" FHD+ Touchscreen, AMD Ryzen 7 7735U, 32GB DDR5 RAM, 1TB SSD, Webcam w/ Shutter, HDMI, Type-C, Fingerprint, Backlit KB, Wi-Fi 6, Windows 11 Pro, Black","$1,109.00 –",https://www.newegg.com/lenovo-thinkpad-16-0-fhd-touch-screen-amd-ryzen-7-7735u-amd-radeon-680m-32gb-ddr5-memory-1tb-pcie-ssd-black/p/1TS-000E-1E2J3,AMD Ryzen 7 7735U,32GB DDR5,1TB PCIe,AMD Radeon 680M,E162190-C_CTO_N1
Refurbished,"Refurbished Dell Latitude 5430 Laptop Intel Core i7-1255U 32GB Memory 256GB SSD  14.0"" FHD Windows 11 Pro",$399.99 –,https://www.newegg.com/dell-lt-de5430-i7-g12-32-256-14-no-32gb-memory-256-gb-ssd-gray/p/1TS-000A-15BF4,,32GB,256 GB,,LT-DE5430/i7-G12-32-256
Dell,"Dell Pro 14 Plus 2-in-1 Laptop PB14250, 14"" Non-Touch FHD+, Intel® Core Ultra 7 268V, 32 GB RAM, 512 GB SSD, Windows 11 Pro, Copilot+ PC","$2,999.00 –",https://www.newegg.com/dell-14/p/1TS-000A-15DE6?Item=9SIC57KKTH1555&cm_sp=SP-_-3115590-_-0-_-2-_-9SIC57KKTH1555-_-laptop-_-laptop-_-24,,,,,BTS209_PB14250_USX
Lenovo,"Lenovo V15 Gen 5 IRL Laptop, 15.6"" FHD Display, Intel Core i7-13620H Upto 4.9GHz, 32GB RAM, 1TB SSD, Windows 11 Pro","$1,189.99 –",https://www.newegg.com/lenovo-15-6-full-hd-intel-uhd-graphics-32gb-memory-1-tb-ssd-black/p/1TS-000E-1E6N6,,32GB,1 TB,Intel UHD Graphics,V15G5i713-321nP
Hasee,"Hasee T8 Pro-16'' GeForce RTX 5070 Ti Laptop GPU, Intel i7-14700HX-5.5GHz, AI Ready Gaming Laptop, 32GB DDR5 RAM, 1TB SSD, 16'' 300Hz QHD+ 100%sRGB IPS, RGB KB, WiFi7,BT5.4,Win11 Home","$1,709.99 –",https://www.newegg.com/hasee-t8pro-16-0-geforce-rtx-5070-ti-laptop-gpu-qhd-32gb-memory-1-tb-ssd/p/2WC-004U-00055?Item=9SIC11UKGE3533&cm_sp=SP-_-2941133-_-0-_-0-_-9SIC11UKGE3533-_-laptop-_-laptop-_-26,Intel Core i9-14900HX,32GB,1TB,GeForce RTX 5070 Ti Laptop GPU,T8Pro-T10-74213QX-US-NE
